ID,Fecha de creación,Likes,Retweets,Nº comentarios,Texto
1543560183162421248,2022-07-03 11:40:00+00:00,10,3,7,"""Pretender entender lo que pasa en Rusia con la mentalidad europea es un ejercicio que lleva al error. Difícilmente Putin va a ser derribado por el impacto económico de las sanciones""

La opinión del director de 'La Vanguardia', @Jordi__Juan 

https://t.co/9zm1lsdsis"
1543556582813978624,2022-07-03 11:25:41+00:00,33,21,1,"🔴 Ampliación #ÚltimaHora 

Un muerto y 35 heridos, 7 graves, en un accidente entre dos autobuses y un turismo en Granada.

https://t.co/1HUi7NAzYc https://t.co/kz3XgtljEv"
1543556408154771457,2022-07-03 11:25:00+00:00,8,7,0,"Jaume Plensa y Jordi Savall, el cruce de caminos de dos artistas universales.

'La Vanguardia' reúne a dos creadores que comparten admiración mutua, orígenes autodidactas y una manera de entender el arte.

Cara a cara por @matesemo y @mcelchavarria 

https://t.co/0Fkvw3jmqZ"
1543552633280991233,2022-07-03 11:10:00+00:00,6,1,1,"🟡 ""El emigrante cubre de silencio un sentimiento de fracaso""

Fran Toro, profesor de historia y novelista, cuenta la cruda y ruda Andalucía de la que emigraron sus padres, al sur de Jaén, para radicarse en Badalona.

La Videocontra por @amelanovela

https://t.co/7lnJRpgnM9 https://t.co/5R7Sl5CL6e"
1543548858327711744,2022-07-03 10:55:00+00:00,23,3,2,"""Me siento mal si le ha molestado, en ningún caso lo he hecho de manera negativa"", ha explicado Rafa Nadal tras conversar con Lorenzo Sonego durante casi un minuto en la red."
1543545083709886464,2022-07-03 10:40:00+00:00,19,19,4,"""Hubo un uso excesivo de la fuerza en Melilla""

El vicepresidente de la Comisión Europea, Margaritis Schinás, cree que ""nunca habrá una política de inmigración con una frontera exterior no vigilada"".

Entrevista por @MarinaMeseguer 

https://t.co/dUeLOfldeX"
1543541308505079808,2022-07-03 10:25:00+00:00,6,2,2,"""Los imbéciles de la OTAN no se enteran. No se dan cuenta de que les estoy ganando la partida, que cada jugada que hacen solo sirve para consolidar mi poder"".

La opinión de John Carlin

https://t.co/B2OQDTkxNA https://t.co/UmaoO5rqPP"
1543540131017244672,2022-07-03 10:20:19+00:00,82,40,2,"🔴 #ÚltimaHora

Muere Peter Brook, figura central del teatro del siglo XX, a los 97 años.

Autor de un teatro desnudo, se acercó a las culturas africanas y asiáticas y fundó teatros por toda Europa, como el Mercat de les Flors.

Informa @justobarranco 

https://t.co/y6BM7gZCsP https://t.co/YHfXVIFgKf"
1543537388399607810,2022-07-03 10:09:25+00:00,0,1,0,El griego y el australiano protagonizaron el partido más polémico del torneo https://t.co/PwQIk1a22m
1543536723166109708,2022-07-03 10:06:46+00:00,14,14,1,"El río Po se seca, Italia cierra el grifo.

El mayor río de la península sufre su peor sequía en 70 años y obliga a racionar el agua en decenas de municipios.

Informa @annabujcusso 

https://t.co/CyuwAU5QHY"
1543529984001654784,2022-07-03 09:40:00+00:00,4,0,3,"""Hubo un clic el día que mi hijo dijo no a la falda del uniforme""

La madre del niño transexual de 8 años de Ourense, María José Rodríguez, explica cómo el caso de su hijo le ha llevado a hacerse activista de la causa trans.

Entrevista por @anxoluxilde
https://t.co/BpciG4sqX7"
1543526209018929152,2022-07-03 09:25:00+00:00,13,7,21,"Las sanciones contra Putin siguen sin afectar al nivel de vida de los rusos.

Por añadidura, Rusia ha encontrado en sus socios asiáticos China e India un mercado para el petróleo que deja de comprar Europa.

Informa @GonAragones, corresponsal en Moscú.

https://t.co/qRBR60blBr"
1543522434061545472,2022-07-03 09:10:00+00:00,3,1,5,"""Los españoles han vivido con relativa satisfacción la organización de la asamblea general de la OTAN, un evento que nos anuncia una vida peor"".

El análisis de @EnricJuliana 

https://t.co/QF4lcJyqzl"
1543517810646810624,2022-07-03 08:51:37+00:00,4,1,0,"La inflación y la réplica de los bancos centrales acercan una nueva recesión.

Los economistas advierten que el frenazo es inevitable ante la situación actual.

Informa @laloagustina 

https://t.co/8npqpNY0ws"
1543511783331307520,2022-07-03 08:27:40+00:00,3,1,0,"🍿🎥Descubre qué intérpretes y directores cumplen años hoy, en el nuevo site de películas y cine de 'La Vanguardia'.

https://t.co/CZgreJwRDb"
1543511779808088064,2022-07-03 08:27:40+00:00,84,12,3,"🎬 Tom Cruise llega a los 60 años este domingo y entra en la selectiva lista de ""jóvenes"" actores sexagenarios de Hollywood mientras pasea su eterna juventud refrendada con su último estreno 'Top Gun: Maverick'. ¡Felicidades! 🥳 #TomCruise #cine https://t.co/TmtRwLXlh9"
1543511109847564288,2022-07-03 08:25:00+00:00,7,2,5,"""Sánchez lo protagoniza todo, para bien y para mal. También el desgaste del Gobierno. Los oropeles internacionales le sientan bien. Pero dentro de casa todo es más prosaico"".

La opinión de @lolagarciagar 

https://t.co/fR6Gpr4VPa"
1543507309443575808,2022-07-03 08:09:54+00:00,9,3,2,"“La misma chica queda primera, segunda y tercera de Miss España 2022. Enhorabuena”, escribía en Twitter el escritor Alberto Olmos.

¿Tan estereotipado es el actual ideal de belleza femenina? ¿Avanzamos hacia la alienación de los rostros?

✍️ @Mayterius
https://t.co/6PBA20IzWj"
1543503559726997505,2022-07-03 07:55:00+00:00,0,1,0,"Los estudios tratan de relacionar la presencia de SARS-CoV-2 o su ARN con la covid persistente..

Informa @fbracero1964 

https://t.co/WscGl4ZB6u"
1543499081284190209,2022-07-03 07:37:12+00:00,10,6,7,"""Barcelona tiene más un problema de incivismo que de inseguridad""

El conseller de Interior, @joanignasielena, acusa a Sánchez de haber roto la confianza con el Govern y reclama ""hechos"" para rehacer la relación.

Entrevista por @angulo_silvia y @ramonsune
https://t.co/AmxQw90TLh https://t.co/6ig0LsuNWM"
